username,Jdate,date,retweets,favorites,text,mentions,hashtags,id,afraid,amused,angry,annoyed,dont_care,happy,inspired,sad,type,http,pics,mention_count,hashtag_count
NOAA,418,2/21/2017,127,82,Unprecedented Arctic weather has scientists on edge; Sea ice on track for lowest max amount on record http://www.noaa.gov/news/unprecedented-arctic-weather-has-scientists-on-edge … @NOAAResearch pic.twitter.com/M9wwKbT2Yr,@NOAAResearchpic,#Arctic,8.34E+17,0.186394698,0.127942452,0.095328162,0.089707302,0.142511809,0.122935547,0.104512447,0.130667583,Off_post,TRUE,TRUE,1,1
NOAA,413,2/16/2017,155,124,SEE: January 2017 Global Significant #Climate Events Map from @NOAANCEIclimate http://bit.ly/2kNG2HR #StateOfClimate pic.twitter.com/CqbWzffHjW,@NOAANCEIclimate,#January #Climate #StateOfClimatepic,8.32E+17,0.158098876,0.113373724,0.115296452,0.111411244,0.12188847,0.12406808,0.133238215,0.122624939,Off_post,TRUE,TRUE,1,3
NOAA,413,2/16/2017,318,190, Arctic & #Antarctic #SeaIce extents were smallest on record for January: @NOAANCEIclimate http://bit.ly/2kNG2HR #StateOfClimate pic.twitter.com/vOMXVAF4wC,@NOAANCEIclimate,#Arctic #Antarctic #SeaIce #StateOfClimatepic,8.32E+17,0.276358049,0.145786974,0.083347626,0.048531869,0.099933541,0.109992788,0.131241853,0.1048073,Off_post,TRUE,TRUE,1,4
NOAA,413,2/16/2017,154,83,JUST IN: January 2017 was 3rd warmest January on record for the #globe per @NOAANCEIclimate http://bit.ly/2kNG2HR #StateOfClimate pic.twitter.com/tr47CvAScZ,@NOAANCEIclimate,#January #globe #StateOfClimatepic,8.32E+17,0.125211376,0.132198212,0.115018306,0.118001585,0.143674738,0.147408402,0.113602553,0.104884828,Off_post,TRUE,TRUE,1,3
NOAA,411,2/14/2017,72,139,"Resharing one of our most popular Valentines from Nature"" photos: https://twitter.com/NOAA/status/698741276250939392 …""",,,8.32E+17,0.104891756,0.15427446,0.107174113,0.115117001,0.138716214,0.123354878,0.148288741,0.108182838,Off_post,TRUE,FALSE,0,0
NOAA,405,2/8/2017,36,34,Jan. 2017 started w/ extreme weather: >15ft of snow in parts of CA & deadly tornadoes across South @NOAANCEIclimate http://bit.ly/2jZ8MMG pic.twitter.com/ZU0oHiABkU,@NOAANCEIclimate,,8.29E+17,0.190788472,0.1082925,0.085182826,0.133972791,0.088438824,0.137931562,0.093335748,0.162057278,Off_post,TRUE,TRUE,1,0
NOAA,405,2/8/2017,76,73, January 2017 was 9th wettest & 18th warmest January in 123 years: @NOAANCEIclimate http://bit.ly/2jZ8MMG #StateOfClimate pic.twitter.com/yvpeSGlAVc,@NOAANCEIclimate,#January #StateOfClimatepic,8.29E+17,0.088699158,0.099311246,0.083207505,0.110760953,0.151201101,0.185654848,0.132452908,0.148712282,Off_post,TRUE,TRUE,1,2
NOAA,403,2/6/2017,25,47,In the D.C. Metro area on Feb 11? Come by & visit us at our Silver Spring MD headquarters: https://twitter.com/NOAAResearch/status/828619407802920960 …,,,8.29E+17,0.149150433,0.096979117,0.102466198,0.108590693,0.137606854,0.143285787,0.129253143,0.132667775,Off_post,TRUE,FALSE,0,0
NOAA,397,1/31/2017,78,122,Love environmental science? Become a NOAA #CitizenScientist! We’ve got lots of volunteer opptys. More: http://bit.ly/NOAACitizenSci pic.twitter.com/X9wCk6D6Um,,#science #CitizenScientist,8.26E+17,0.154217808,0.124942898,0.085666798,0.090774462,0.105558717,0.110524689,0.202521871,0.125792757,Off_post,TRUE,TRUE,0,2
NOAA,392,1/26/2017,66,77,Future NOAAScholars: Don't forget that applicns for NOAA #Undergrad #Scholarships are due Tues 1/31 by 11:59 PM ET! http://www.noaa.gov/office-education/scholarships …,,#NOAAScholars #Undergrad #Scholarships,8.25E+17,0.201394467,0.178827934,0.072192199,0.095245659,0.113672268,0.097016163,0.153757924,0.087893387,Off_post,TRUE,FALSE,0,3
NOAA,392,1/26/2017,30,44,See: 1/24 DroughtMonitor map showing chg in #drought class over the last wk. http://drought.gov pic.twitter.com/g3uRsEpkwO,,#DroughtMonitor #drought,8.25E+17,0.152892544,0.127190276,0.115608627,0.103532718,0.108956418,0.125763546,0.138791802,0.12726407,Off_post,TRUE,TRUE,0,2
NOAA,392,1/26/2017,47,51, DroughtMonitor: Extreme #drought remains in parts of CA Southern Plains SE and NE. Check your state at http://drought.gov pic.twitter.com/xLVhk9S0eZ,,#DroughtMonitor #drought,8.25E+17,0.182941369,0.125926895,0.091360082,0.149274421,0.087904346,0.084839286,0.103507769,0.174245833,Off_post,TRUE,TRUE,0,2
NOAA,392,1/26/2017,33,58, DroughtMonitor 1/24: Moderate or worse #drought drops to ~16% of contig USA affects ~91M people. http://drought.gov pic.twitter.com/0HWPuIj8RK,,#DroughtMonitor #drought,8.25E+17,0.211916011,0.130904868,0.060485285,0.120012367,0.112661057,0.085549151,0.133066256,0.145405004,Off_post,TRUE,TRUE,0,2
NatlParkService,456,3/31/2017,176,390,In honor of CesarChavezDay explore the national monument dedicated to his legacy and the farm workers movement https://www.nps.gov/cech #UFW pic.twitter.com/Y0F18QRmEe,,#CesarChavezDay #UFWpic,8.48E+17,0.10049991,0.1185999,0.101133619,0.107144715,0.096304344,0.152230796,0.204502885,0.119583829,Off_post,TRUE,TRUE,0,2
NatlParkService,452,3/27/2017,149,304,National Park Week is coming soon! Here's 5 fun ways you can celebrate with us https://www.nps.gov/orgs/1207/03-23-2017-national-park-week.htm … FindYourPark #NPS101 pic.twitter.com/2Ddzuir3YE,,#FindYourPark #NPS101pic,8.46E+17,0.095427653,0.147901798,0.126160078,0.127078774,0.11943533,0.145725712,0.140058313,0.098212344,Off_post,TRUE,TRUE,0,2
NatlParkService,445,3/20/2017,317,831,Happy first day of spring! FindYourPark pic.twitter.com/gLo5Eol2zQ,,#FindYourPark,8.44E+17,0.106447866,0.126773,0.100344741,0.121213149,0.145179734,0.126616787,0.165811793,0.107612929,Off_post,FALSE,TRUE,0,1
NatlParkService,442,3/17/2017,181,443,In honor of StPatricksDay explore the important role Irish immigrants played in the Union Army during the Civil War http://go.nps.gov/1inp8y pic.twitter.com/k6n45F34ZL,,#StPatricksDay,8.43E+17,0.094331564,0.119020247,0.107996613,0.129406235,0.110343277,0.15612177,0.166512193,0.1162681,Off_post,TRUE,TRUE,0,1
NatlParkService,441,3/16/2017,124,380, WomensHistoryMonth is still going strong! Check out some of the ways parks are celebrating http://go.nps.gov/wh2017 #FindYourPark #WHM2017 pic.twitter.com/h2lUBABBA5,,#WomensHistoryMonth #FindYourPark #WHM2017pic,8.42E+17,0.105387449,0.121758748,0.117382544,0.123522778,0.119456271,0.165161451,0.105924523,0.141406236,Off_post,TRUE,TRUE,0,3
NatlParkService,435,3/10/2017,381,1561,We had another record breaking year in 2016 w/ 331M visits up 7%. Thanks for stopping by! https://www.doi.gov/pressreleases/secretary-zinke-announces-record-visitation-americas-national-parks … FindYourPark #NPS100 pic.twitter.com/XOW6Jk8JF2,,#FindYourPark #NPS100pic,8.40E+17,0.118108385,0.1265727,0.073432388,0.105195789,0.155443946,0.180058431,0.145521911,0.095666451,Off_post,TRUE,TRUE,0,2
NatlParkService,433,3/8/2017,202,569,Women’s history is in every park! Explore remarkable stories of American women in honor of InternationalWomensDay https://www.nps.gov/articles/taas-womenshistory-intro.htm … pic.twitter.com/T58JFUNk2Z,,#InternationalWomensDay,8.40E+17,0.097779965,0.140288546,0.096977469,0.091958335,0.116990523,0.140328919,0.194406163,0.121270081,Off_post,TRUE,TRUE,0,1
NatlParkService,433,3/8/2017,33,148,We celebrated our renewed partnership w/ @boyscouts yesterday at the Boy Scout Commemorative Tribute Memorial https://www.nps.gov/orgs/1207/03-07-2017-bsa-partnership.htm … pic.twitter.com/beFGhI556F,@boyscouts,,8.40E+17,0.077766337,0.117671627,0.072409533,0.094852431,0.129965246,0.137015659,0.231199913,0.139119255,Off_post,TRUE,TRUE,1,0
NatlParkService,432,3/7/2017,150,331, OTD Protestors made their 1st attempt to cross the Edmund Pettus Bridge on their way to Montgomery https://www.nps.gov/semo/learn/historyculture/index.htm … #civilrights pic.twitter.com/JpEeYuA2H6,,#OTD #civilrightspic,8.39E+17,0.108532619,0.087449416,0.107089199,0.10120965,0.127959808,0.137411333,0.156587588,0.173760387,Off_post,TRUE,TRUE,0,2
NatlParkService,429,3/4/2017,131,458,Take a few moments to experience night in Great Sand Dunes National Park & Preserve! nightskies #naturalsounds @NatureNPS #FindYourPark pic.twitter.com/4gQjdyUmKn,@NatureNPS,#nightskies #naturalsounds #FindYourParkpic,8.38E+17,0.102167076,0.140614538,0.103052581,0.101313604,0.097110042,0.128927417,0.184062135,0.142752606,Off_post,FALSE,TRUE,1,3
NatlParkService,427,3/2/2017,364,1171,"Without question our public lands are America’s treasure."" - @Interior Secretary Ryan Zinke. Welcome to our parks! FindYourPark pic.twitter.com/TRv3uHDaGp""",@Interior,#FindYourParkpic,8.37E+17,0.082054376,0.130743823,0.106563394,0.125711485,0.131404423,0.141806762,0.126865227,0.15485051,Off_post,FALSE,TRUE,1,1
NatlParkService,426,3/1/2017,396,1209,Happy birthday the the world's 1st national park! Support it by taking the YellowstonePledge https://www.nps.gov/yell/planyourvisit/yellowstonepledge.htm … #FindYourPark pic.twitter.com/8ZPDpTuBrX,,#YellowstonePledge #FindYourParkpic,8.37E+17,0.082075526,0.135695966,0.121906349,0.130742174,0.140285003,0.131571142,0.130578439,0.127145401,Off_post,TRUE,TRUE,0,2
NatlParkService,426,3/1/2017,130,362,This month's Getaway features the rugged volcanic landscape of northern NewMexico: @BandelierNPS! https://www.nps.gov/articles/getaway-band.htm … #FindYourPark pic.twitter.com/8mPEYnIlCj,@BandelierNPS,#NewMexico #FindYourParkpic,8.37E+17,0.198513924,0.11243299,0.052429838,0.047644007,0.100775306,0.150869823,0.203572652,0.13376146,Off_post,TRUE,TRUE,1,2
NatlParkService,425,2/28/2017,58,151, DYK Exotic invasive plants cover approximately 1.4M acres of NPS lands and waters! https://www.nps.gov/articles/invasive-species.htm … #InvasiveSpeciesAwarenessWeek pic.twitter.com/CUODiM5SAS,,#DYK #InvasiveSpeciesAwarenessWeekpic,8.37E+17,0.081562305,0.186326944,0.065310258,0.116072025,0.101130103,0.144439786,0.188187471,0.116971108,Off_post,TRUE,TRUE,0,2
NatlParkService,424,2/27/2017,223,715,Here's a little something from @AcadiaNPS to get you through the day! FindYourPark #MondayMotivation pic.twitter.com/kQTUQ7VwBk,@AcadiaNPS,#FindYourPark #MondayMotivationpic,8.36E+17,0.071163827,0.132077193,0.095757837,0.116505041,0.170344805,0.16695533,0.148671625,0.098524343,Off_post,FALSE,TRUE,1,2
NatlParkService,423,2/26/2017,73,379,Happy @DenaliNPS! https://www.nps.gov/dena/getinvolved/denali-centennial.htm … FindYourPark pic.twitter.com/zo2lJMl926,@DenaliNPS,#FindYourPark,8.36E+17,0.05475514,0.152319916,0.054509899,0.106942837,0.169513113,0.161436807,0.206614253,0.093908034,Off_post,TRUE,TRUE,1,1
NatlParkService,418,2/21/2017,294,444,Did you visit a park yesterday? The next fee free days are 4/15-16 and 4/22-23 to celebrate National Park Week! https://www.nps.gov/findapark/national-park-week.htm … pic.twitter.com/TY7FEJBcH6,,,8.34E+17,0.113939445,0.122486026,0.105979037,0.10597982,0.111977918,0.122089026,0.182006421,0.135542308,Off_post,TRUE,TRUE,0,0
NatlParkService,416,2/19/2017,497,445, OTD in 1942 President FDR signed EO 9066 leading to the incarceration 120K people of Japanese ancestry during WWII https://www.facebook.com/nationalparkservice/posts/10154194123191389 … pic.twitter.com/oIXdgGkHGK,,#OTD,8.33E+17,0.079856223,0.146835091,0.13036866,0.182534245,0.133079198,0.115522915,0.101968053,0.109835617,Off_post,TRUE,TRUE,0,1
NatlParkService,413,2/16/2017,88,153,Here are a few ways to commemorate Presidents’ Day in national parks this weekend https://www.nps.gov/orgs/1207/02-15-2017-presidents-day.htm … FindYourPark,,#FindYourPark,8.32E+17,0.0788875,0.123743476,0.134327371,0.120428244,0.129914022,0.147846776,0.111834577,0.153018034,Off_post,TRUE,FALSE,0,1
NatlParkService,412,2/15/2017,215,1020,We got a lot of yesterday but this note stood out. Thanks to ALL of you for letting us be a part of your family! (yes rangers can cry) pic.twitter.com/bK7Okc5MXg,,,8.32E+17,0.081803687,0.123850926,0.09132283,0.104988744,0.115452004,0.114986273,0.242880757,0.12471478,Off_post,FALSE,TRUE,0,0
NatlParkService,411,2/14/2017,30,129,Need help with your ValentinesDay plans? We suggest you #FindYourPark and share it with someone… https://www.instagram.com/p/BQgK0LUANpX/ ,,#ValentinesDay #FindYourPark,8.32E+17,0.108265725,0.143185447,0.103601963,0.115058423,0.130623753,0.12128878,0.158510847,0.119465064,Off_post,TRUE,FALSE,0,2
NatlParkService,404,2/7/2017,27,128,Enjoy a snowy day at Catoctin Mountain Park! winter #maryland #catoctinmountain #latergram https://www.instagram.com/p/BQOFEbfA5Ac/ ,,#winter #maryland #catoctinmountain #latergram,8.29E+17,0.128816569,0.133917015,0.08381027,0.081234321,0.098782272,0.155764326,0.130731051,0.186944177,Off_post,TRUE,FALSE,0,4
NatlParkService,403,2/6/2017,215,403,Explore 10 Important African American sites you might not know in honor of BlackHistoryMonth https://www.nps.gov/orgs/1207/02-06-2017-african-american-history-month.htm … #FindYourPark pic.twitter.com/V3rMlEdc6o,,#BlackHistoryMonth #FindYourParkpic,8.29E+17,0.081879805,0.148270922,0.094023293,0.116457163,0.123183639,0.131549933,0.195581557,0.109053689,Off_post,TRUE,TRUE,0,2
NatlParkService,400,2/3/2017,690,1701,Ready to be the next generation to preserve and protect our great places? Check out our @NPSYouth internship opportunities! FindYourPark pic.twitter.com/t2Y3sQ8NTQ,@NPSYouth,#FindYourParkpic,8.28E+17,0.104786837,0.108784336,0.088161926,0.118858908,0.12673088,0.142839914,0.201203241,0.108633957,Off_post,FALSE,TRUE,1,1
NatlParkService,398,2/1/2017,28,150,In the midst of the bleak winter an unusual foreshadowing of spring occurs in GreatSandDunesNPS’s San Luis Valley https://www.instagram.com/p/BP-0jwWAdK9/ ,,#GreatSandDunesNPS,8.27E+17,0.134530677,0.132883225,0.068618423,0.061921688,0.119411575,0.191952444,0.112466322,0.178215647,Off_post,TRUE,FALSE,0,1
NatlParkService,398,2/1/2017,101,426,This month's Getaway is located in In city where jazz was born https://www.nps.gov/articles/02-01-2017-getaway-jazz.htm … BlackHistoryMonth #NewOrleans pic.twitter.com/y5SBJhzTmV,,#BlackHistoryMonth #NewOrleanspic,8.27E+17,0.199922998,0.116982946,0.058558669,0.061731404,0.141988006,0.172620224,0.14748046,0.100715295,Off_post,TRUE,TRUE,0,2
NatlParkService,397,1/31/2017,63,342,We designated 38 communities as Certified Local Governments to help w/ historic preservation guidance and grants https://www.nps.gov/orgs/1207/01-30-2017-certified-local-governments.htm … pic.twitter.com/tn8FBPUKt8,,,8.26E+17,0.104767736,0.110107572,0.122708088,0.107736194,0.12808545,0.14717058,0.158043809,0.121380572,Off_post,TRUE,TRUE,0,0
NatlParkService,393,1/27/2017,542,1641,Excited for the weekend? FridayFeeling @SaguaroNPS #danceparty pic.twitter.com/vQj3ukzW6s,@SaguaroNPS,#FridayFeeling #dancepartypic,8.25E+17,0.075702065,0.187851739,0.06579838,0.090928686,0.168781094,0.147817029,0.151203386,0.111917622,Off_post,FALSE,TRUE,1,2
NatlParkService,392,1/26/2017,42,328,original 19th century Raven/Shark Pole returns to SitkaNHP after being on display @AnchorageMuseum for 30 years https://www.nps.gov/sitk/learn/news/raven-shark-totem-pole.htm … pic.twitter.com/KSHij8vhVy,@AnchorageMuseum,#SitkaNHP,8.25E+17,0.067904487,0.170952229,0.057213311,0.078030764,0.189150314,0.16506032,0.171158159,0.100530417,Off_post,TRUE,TRUE,1,1
NatlParkService,390,1/24/2017,219,611,. @AFBurialGrndNPS has opened a new research library and archival storage in NYC https://www.nps.gov/afbg/learn/news/opening-of-the-african-burial-ground-research-library-and-archival-storage.htm … pic.twitter.com/FYeXKJkZ7p,@AFBurialGrndNPS,#NYC,8.24E+17,0.06686065,0.13130166,0.111191804,0.085583277,0.103782008,0.186753111,0.22463936,0.089888131,Off_post,TRUE,TRUE,1,1
USDA,456,3/31/2017,17,53, HappyFriday #Happiness #FridayFeeling pic.twitter.com/iaOkS6fMrz,,#HappyFriday #Happiness #FridayFeelingpic,8.48E+17,0.021618816,0.155975806,0.036035044,0.080478358,0.189305214,0.133277065,0.332759417,0.050550282,Off_post,FALSE,TRUE,0,3
USDA,456,3/31/2017,19,46,Straight from the freezer to students’ lunch trays schools are finding ways to serve local berries all year long. Photo credit Deborah Kane pic.twitter.com/ABexx6yWaZ,,,8.48E+17,0.082111126,0.140572683,0.11437456,0.126975671,0.124260834,0.157504159,0.143366378,0.11083459,Off_post,FALSE,TRUE,0,0
USDA,456,3/31/2017,6,18,It's one of our favorite times of the year! We always have tasty food & other great items! yaaas https://twitter.com/USDA_AMS/status/847853462385815553 …,,#yaaashttps,8.48E+17,0.104182258,0.165880386,0.086373503,0.103361037,0.145722504,0.127386989,0.153844076,0.113249247,Off_post,TRUE,FALSE,0,1
USDA,456,3/31/2017,13,42,Shitake mushrooms growing on sawdust and cereal log on display pic.twitter.com/eEKYbXobos,,,8.48E+17,0.114374364,0.119696408,0.067456355,0.083690435,0.120674836,0.11645579,0.222633101,0.155018711,Off_post,FALSE,TRUE,0,0
USDA,456,3/31/2017,21,26,. @USDA_APHIS reminds us that it's Invasive Species Awareness Month! Help keep invasivespecies from spreading. https://go.usa.gov/xX5Mf pic.twitter.com/361sRvmEwY,@USDA_APHIS,#invasivespecies,8.48E+17,0.091155611,0.116624392,0.097546311,0.102831124,0.101675477,0.14596681,0.214535128,0.129665148,Off_post,TRUE,TRUE,1,1
USDA,456,3/31/2017,24,57,Farmers spray raspberry bushes planted on the contour of a farm near Danville Ohio circa 1939 FlashbackFriday pic.twitter.com/rEheBr8evI,,#FlashbackFridaypic,8.48E+17,0.116072858,0.143559622,0.09568417,0.077741083,0.156245492,0.149547108,0.160113118,0.10103655,Off_post,FALSE,TRUE,0,1
USDA,455,3/30/2017,6,17,California Community Hosts Second Annual MyPlate-Inspired Fun Run- http://ow.ly/fiyc30apFMa pic.twitter.com/nEOAKOf3Qf,,,8.48E+17,0.102947695,0.154455212,0.085961706,0.102981624,0.13914213,0.140416999,0.174647705,0.099446931,Off_post,TRUE,TRUE,0,0
USDA,455,3/30/2017,24,50,"Dorothea Lange was our photographer. She shot the iconic Migrant Mother"" photo. Thx @librarycongress TBThursday http://ow.ly/oewa30apfmW pic.twitter.com/vJMUSVUXTq""",@librarycongress,#TBThursday,8.47E+17,0.063039969,0.112623737,0.105020962,0.11443962,0.127983195,0.139418874,0.15563568,0.181837964,Off_post,TRUE,TRUE,1,1
USDA,455,3/30/2017,40,118,Eaton & Forest Ranger Johnson (sitting right) talk to an old mountaineer in front of his home in 1937. Photo courtesy of @USNatArchives TBT pic.twitter.com/62gAA1UbgG,@USNatArchives,#TBTpic,8.47E+17,0.088731699,0.114504429,0.12877956,0.104603085,0.101166452,0.130475596,0.170995068,0.160744112,Off_post,FALSE,TRUE,1,1
USDA,454,3/29/2017,68,108,Farming looks mighty easy when your plow is a pencil & you're a thousand miles from the corn field. Dwight Eisenhower wednesdaymotivation,,#wednesdaymotivation,8.47E+17,0.114949408,0.138584033,0.047255169,0.086064392,0.076616937,0.21336675,0.149123292,0.174040019,Off_post,FALSE,FALSE,0,1
USDA,453,3/28/2017,16,33,Climate Hubs and 4-H: Partnering with Tomorrow's Leaders to Sustain Agriculture Today-http://ow.ly/Gx5h30alwyH 4H pic.twitter.com/Lj1hbmvmbf,,#4Hpic,8.47E+17,0.156483759,0.098622107,0.10555696,0.102979156,0.08619555,0.123499747,0.178380727,0.148281995,Off_post,TRUE,TRUE,0,1
USDA,452,3/27/2017,17,33, DYK Many U.S. children eat more servings of fruits than vegetables but most eat less of each than they should pic.twitter.com/WsJ7fjyXTu,,#DYK,8.46E+17,0.101608787,0.205795816,0.120491705,0.087511915,0.084492719,0.107374605,0.171478559,0.121245893,Off_post,FALSE,TRUE,0,1
USDA,452,3/27/2017,12,59,Happy Monday! Thanks for the follow likes & replies! pic.twitter.com/OJm55xIAzO,,,8.46E+17,0.110700839,0.13630564,0.088834554,0.115316281,0.144607292,0.145854743,0.147481483,0.110899169,Off_post,FALSE,TRUE,0,0
USDA,451,3/26/2017,88,112, DYK The average American farmer feeds approximately 144 people worldwide pic.twitter.com/64rDGr8lK6,,#DYK,8.46E+17,0.125013877,0.121866183,0.084312973,0.144691393,0.109171274,0.139160771,0.129659405,0.146124125,Off_post,FALSE,TRUE,0,1
USDA,451,3/26/2017,23,16,Why Should Farmers Respond to @usda_nass surveys?http://ow.ly/BMVi30a9U0o ,@usda_nass,,8.46E+17,0.164199846,0.078809695,0.125195813,0.084692199,0.079110592,0.125243626,0.262667885,0.080080346,Off_post,TRUE,FALSE,1,0
USDA,450,3/25/2017,10,15,. @usda_nass census captures a complete count of all U.S. farms ranches & those who operate them. Learn more- http://ow.ly/3dTD30a9Keo ,@usda_nass,,8.46E+17,0.188819822,0.123429222,0.093531392,0.108486691,0.109451259,0.1343196,0.13535682,0.106605195,Off_post,TRUE,FALSE,1,0
USDA,450,3/25/2017,15,31,ICYMI: @USDA_NRCS is launching FridaysontheFarm highlighting farmers across the U.S. : http://arcg.is/2lD6Y1O pic.twitter.com/mapBsVQmUl,@USDA_NRCS,#FridaysontheFarm,8.46E+17,0.31559523,0.14777302,0.077465092,0.057269611,0.049552653,0.085703729,0.137490999,0.129149667,Off_post,TRUE,TRUE,1,1
USDA,449,3/24/2017,13,46,"Caring for the Land and Serving People"" @forestservice event in Boston pic.twitter.com/DeTs5eul6D""",@forestservice,,8.45E+17,0.125260943,0.147107609,0.080662548,0.115394922,0.09185272,0.143195081,0.1519142,0.144611977,Off_post,FALSE,TRUE,1,0
USDA,447,3/22/2017,9,13,Check out @USDAFoodSafety via YouTube. Educational videos on safe food handling & reducing foodborne illness.http://ow.ly/gDfD30a102C ,@USDAFoodSafety,,8.45E+17,0.144980519,0.143588073,0.108033688,0.14564738,0.103839308,0.119154735,0.124332915,0.110423382,Off_post,TRUE,FALSE,1,0
USDA,447,3/22/2017,43,39,Make Sure You're Counted in the 2017 Census of Agriculture- http://ow.ly/3dTD30a9Keo pic.twitter.com/8tQq9dNEsn,,,8.45E+17,0.193502954,0.119156235,0.08162654,0.12650247,0.096645501,0.110882336,0.131395012,0.140288953,Off_post,TRUE,TRUE,0,0
USDA,447,3/22/2017,34,49,"DC Bald Eagle Nest cam update We expect the hatch watch"" to start the week of March 27. Check out the eagles here:http://ow.ly/3ke230a5xwt """,,,8.45E+17,0.101890578,0.174622183,0.103975958,0.104289871,0.1030623,0.163835196,0.128425124,0.11989879,Off_post,TRUE,FALSE,0,0
USDA,447,3/22/2017,15,40," DYK The USDA Farmers Market is the Department's own living laboratory"" for farmers market operations across the country. pic.twitter.com/TDtMp9GQqO""",,#DYK,8.45E+17,0.145273945,0.14209445,0.097196632,0.082004879,0.124864512,0.12806563,0.134927154,0.145572798,Off_post,FALSE,TRUE,0,1
USDA,446,3/21/2017,15,49,The Greer Spring has two springs feeding it. This is the upriver cave-fed spring TravelTuesday pic.twitter.com/h5FkjkJ2bp,,#TravelTuesdaypic,8.44E+17,0.134348386,0.133511434,0.16272419,0.063754823,0.116432858,0.1093127,0.123405999,0.156509612,Off_post,FALSE,TRUE,0,1
USDA,446,3/21/2017,33,42,On a budget but love to cook? We have budget friendly recipes-http://ow.ly/Nmwv309YVj6 pic.twitter.com/lpjyybebQH,,,8.44E+17,0.071154512,0.142992824,0.087009805,0.105616456,0.14628347,0.182990914,0.177609458,0.086342563,Off_post,TRUE,TRUE,0,0
USDA,446,3/21/2017,2528,10354,. @POTUS Proclaims March 21 2017 as National Agriculture Day: http://ow.ly/Dta630a7LH9 NationalAgDay,@POTUS,#NationalAgDay,8.44E+17,0.124958488,0.097937989,0.133096123,0.127135103,0.097064161,0.124081562,0.129388788,0.166337786,Off_post,TRUE,FALSE,1,1
USDA,446,3/21/2017,40,65, NationalAgDay Giving Thanks for Agriculture From Farm to Fork -http://ow.ly/gfuS30a7BVa . pic.twitter.com/eS3bbFHxtp,,#NationalAgDay,8.44E+17,0.084316854,0.171257844,0.09376351,0.080463592,0.095313571,0.148045944,0.21508587,0.111752816,Off_post,TRUE,TRUE,0,1
USDA,446,3/21/2017,178,338,Happy agday pic.twitter.com/CSWQqSKTJN,,#agdaypic,8.44E+17,0.05475514,0.152319916,0.054509899,0.106942837,0.169513113,0.161436807,0.206614253,0.093908034,Off_post,FALSE,TRUE,0,1
USDA,445,3/20/2017,26,58, DYK North Dakota is currently the single largest producer of honey in the U.S.,,#DYK,8.44E+17,0.163115169,0.128626212,0.074969533,0.120546121,0.118558496,0.128372458,0.140781352,0.125030658,Off_post,FALSE,FALSE,0,1
USDA,445,3/20/2017,34,54, DYK Trees & perennial grasses can reduce runoff of nutrients & sediment leading to cleaner water downstream. pic.twitter.com/RdL5c7ZayI,,#DYK,8.44E+17,0.126396764,0.10061486,0.162987602,0.095950717,0.086836246,0.150536079,0.129233417,0.147444315,Off_post,FALSE,TRUE,0,1
USDA,445,3/20/2017,14,32, DYK Most of today’s commercially produced apples are from trees that were bred in 2 parts- tree tops & the rootstock pic.twitter.com/N7HrcHIlyp,,#DYK,8.44E+17,0.078406394,0.153941135,0.094675181,0.150749289,0.082096523,0.134487735,0.159421014,0.146222728,Off_post,FALSE,TRUE,0,1
USDA,442,3/17/2017,35,70, luckyyou I found this #FlashbackFriday poster. #StPatricksDay pic.twitter.com/cw0JCU9Pcs,,#luckyyou #FlashbackFriday #StPatricksDaypic,8.43E+17,0.037726562,0.22466452,0.075101095,0.160686477,0.090221287,0.140187964,0.171769377,0.099642718,Off_post,FALSE,TRUE,0,3
USDA,442,3/17/2017,73,83,History of StPatricksDay Favorites! Yep Corned beef & Cabbage pic.twitter.com/R5sjcvHIvm,,#StPatricksDay,8.43E+17,0.067106063,0.195255467,0.069151282,0.056079844,0.091663547,0.209304613,0.119566913,0.191872272,Off_post,FALSE,TRUE,0,1
USDA,442,3/17/2017,44,136,Don't forget to follow us on FB Instagram YouTube & Flickr,,,8.43E+17,0.090014763,0.132155724,0.110871078,0.131057777,0.126875543,0.129374786,0.158034077,0.121616254,Off_post,FALSE,FALSE,0,0
USDA,441,3/16/2017,42,59,Here's a super cool 4H poster called “Opportunity for All (1969)” http://ow.ly/B4pe309R1zT pic.twitter.com/wMILupNEDQ,,,8.42E+17,0.072316612,0.168236104,0.079984293,0.126011366,0.148948609,0.161209752,0.164007253,0.07928601,Off_post,TRUE,TRUE,0,0
USDA,441,3/16/2017,25,27,“Join the United States School Garden Army.” http://ow.ly/CoV4309R2CR WomensHistoryMonth #ThrowbackThursday #4H pic.twitter.com/ZGKsV3mKTN,,#WomensHistoryMonth #ThrowbackThursday #4Hpic,8.42E+17,0.116369613,0.109709477,0.110106234,0.143035567,0.133480186,0.120458616,0.148121404,0.118718903,Off_post,TRUE,TRUE,0,3
USDA,441,3/16/2017,12,31,Our Farmers Market & Ocean Spray constructed a cranberry mini-bog Sept. 17 2016 in Washington D.C TBThursday pic.twitter.com/UQkSu0bqCi,,#TBThursdaypic,8.42E+17,0.16199787,0.230431709,0.088916005,0.07656908,0.088888215,0.16452889,0.099498193,0.089170038,Off_post,FALSE,TRUE,0,1
USDA,440,3/15/2017,25,31,Many U.S. children eat more servings of fruits than vegetables but most eat less of each than they should pic.twitter.com/WsJ7fjyXTu,,,8.42E+17,0.101608787,0.205795816,0.120491705,0.087511915,0.084492719,0.107374605,0.171478559,0.121245893,Off_post,FALSE,TRUE,0,0
